Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2007,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2007,Feb. 2007,Mar. 2007,Apr. 2007,May 2007,Jun. 2007,Jul. 2007,Aug. 2007,Sep. 2007,Oct. 2007,Nov. 2007,Dec. 2007,TOTAL,,
443142,Electronics stores,"7,317","6,987","7,074","6,314","6,840","6,868","6,964","7,644","6,870","6,859","9,313","13,492","92,542",,
444,Building mat. and garden equip. and supplies dealers,"21,936","20,803","27,282","28,882","34,219","30,194","28,511","28,261","25,243","27,380","25,850","22,293","320,854",,
4441,Building mat. and supplies dealers,"20,238","18,893","23,857","24,763","28,628","26,408","25,588","25,666","22,706","24,458","22,742","19,900","283,847",,
44412,Paint and wallpaper stores,692,683,860,853,980,976,974,"1,005",843,905,766,629,"10,166",,
44413,Hardware stores,"1,451","1,380","1,710","1,777","2,092","1,965","1,726","1,735","1,589","1,667","1,678","1,739","20,509",,
445,Food and beverage stores,"43,498","41,044","45,254","43,562","47,042","46,140","46,416","46,670","44,719","45,553","46,809","51,130","547,837",,
4451,Grocery stores,"39,649","37,150","40,815","39,244","42,207","41,279","41,619","41,896","40,191","40,924","41,910","44,476","491,360",,
44511,Supermarkets and other grocery (except convenience) stores,"37,883","35,480","38,930","37,337","40,144","39,257","39,563","39,847","38,278","39,006","40,058","42,581","468,364",,
4453,"Beer, wine, and liquor stores","2,569","2,603","3,005","2,867","3,262","3,364","3,322","3,292","3,057","3,087","3,297","4,403","38,128",,
446,Health and personal care stores,"19,598","18,431","20,224","19,259","20,181","19,542","19,375","20,154","18,864","20,208","19,639","21,689","237,164",,
44611,Pharmacies and drug stores,"16,985","15,822","17,258","16,532","17,279","16,497","16,542","16,992","15,966","17,264","16,713","18,434","202,284",,
447,Gasoline stations,"30,922","29,762","35,603","36,677","41,378","40,481","40,696","40,387","37,675","39,425","39,802","39,014","451,822",,
448,Clothing and clothing access. stores,"13,927","15,077","18,045","17,096","18,474","17,289","16,883","18,850","16,765","17,614","20,550","30,635","221,205",,
4481,Clothing stores,"10,335","10,531","13,563","12,757","13,423","12,806","12,537","13,737","12,564","13,209","15,317","20,843","161,622",,
44811,Men's clothing stores,625,600,679,731,740,718,629,636,656,717,804,"1,237","8,772",,
44812,Women's clothing stores,"2,639","2,694","3,499","3,531","3,760","3,412","2,770","3,205","3,177","3,306","3,598","4,703","40,294",,
44814,Family clothing stores,"5,175","5,289","7,126","6,501","6,885","6,629","6,744","7,471","6,434","6,883","8,288","11,167","84,592",,
44819,Other clothing stores,919,883,907,814,852,858,"1,104",913,913,982,"1,098","1,760","12,003",,
4482,Shoe stores,"1,777","1,888","2,327","2,245","2,213","2,094","2,139","2,777","2,030","2,080","2,258","2,983","26,811",,
44831,Jewelry stores,"1,699","2,521","1,999","1,954","2,678","2,226","2,052","2,178","2,025","2,175","2,792","6,521","30,820",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,223","5,052","6,189","5,637","6,227","6,555","6,333","7,750","6,351","5,973","7,384","11,235","80,909",,
45111,Sporting goods stores,"2,200","2,171","2,969","2,737","3,087","3,380","3,165","3,378","2,712","2,570","2,939","4,496","35,804",,
45112,"Hobby, toy, and game stores",948,974,"1,188","1,064","1,050","1,096","1,102","1,084","1,102","1,275","2,208","3,253","16,344",,
451211,Book stores,"2,220","1,039","1,027",930,"1,134","1,161","1,220","2,327","1,578","1,129","1,227","2,179","17,171",,
452,General merchandise stores,"40,930","40,959","46,408","45,014","47,879","47,122","45,847","48,371","43,958","46,285","54,310","71,499","578,582",,
4521,Department stores,"14,119","14,441","16,534","16,091","16,924","16,307","15,653","17,283","15,254","16,354","20,878","29,554","209,392",,
452111,Department stores(excl. discount department stores),"4,890","5,305","5,941","5,965","6,222","5,820","5,458","6,155","5,626","5,929","7,754","11,822","76,887",,
452112,Discount dept. stores,"9,229","9,136","10,593","10,126","10,702","10,487","10,195","11,128","9,628","10,425","13,124","17,732","132,505",,
4529,Other general merchandise stores,"26,811",26518,29874,"28,923","30,955","30,815","30,194","31,088","28,704","29,931","33,432","41,945","369,190",,
45291,Warehouse clubs and superstores,"23,826","23,432","26,305","25,435","27,163","27,231","26,736","27,534","25,356","26,270","29,236","36,439","324,963",,
45299,All other gen. merchandise stores,"2,985","3,086","3,569","3,488","3,792","3,584","3,458","3,554","3,348","3,661","4,196","5,506","44,227",,
453,Miscellaneous store retailers,"8,713","8,496","9,416","8,850","10,624","10,325","9,597","10,151","9,442","9,828","9,703","11,273","116,418",,
4532,"Office supplies, stationery, and gift stores","3,273","3,119","3,307","2,978","3,289","3,138","3,229","3,883","3,311","3,522","3,563","4,633","41,245",,
45321,Office supplies and stationery stores,"2,173","1,900","1,985","1,709","1,746","1,669","1,784","2,421","1,948","1,845","1,880","2,144","23,204",,
45322,"Gift, novelty, and souvenir stores","1,100","1,219","1,322","1,269","1,543","1,469","1,445","1,462","1,363","1,677","1,683","2,489","18,041",,
45330,Used merchandise stores,804,873,"1,037",828,927,885,836,895,885,"1,007",944,"1,009","10,930",,
454,Nonstore retailers,"25,438","24,352","25,727","23,529","24,347","23,146","23,423","24,888","23,498","26,932","29,497","33,990","308,767",,
4541,Electronic shopping and mail-order houses,"17,540","16,118","18,040","16,927","18,053","17,211","17,617","18,523","17,206","19,574","21,583","25,289","223,681",,
45431,Fuel dealers,"4,268","4,657","3,566","2,777","2,268","1,978","1,989","2,207","2,338","2,988","3,719","4,681","37,436",,
722,Food services and drinking places,"33,593","33,097","38,225","36,554","38,311","38,450","38,539","38,825","36,791","37,608","35,954","38,604","444,551",,
7224,Drinking places,"1,520","1,475","1,754","1,605","1,701","1,701","1,830","1,713","1,668","1,664","1,623","1,634","19,888",,
7225,Restaurants and other eating places,"29,110","28,557","32,966","31,229","32,930","33,151","33,196","33,725","30,911","31,744","30,691","33,296","381,506",,
722511,Full service restaurants,"15,272","15,043","17,176","16,159","16,816","16,860","16,720","17,025","15,599","15,926","15,555","17,354","195,505",,
"722513, 722514, 722515",Limited service eating places,"13,838","13,514","15,790","15,070","16,114","16,291","16,476","16,700","15,312","15,818","15,136","15,942","186,001",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","363,616","364,006","367,158","366,187","370,934","368,154","369,614","371,358","372,869","375,289","378,860","374,298",,,
,Retail sales and food services excl motor vehicle and parts,"288,217","288,165","291,686","289,982","293,748","293,360","294,682","294,809","295,693","297,672","302,939","300,953",,,
,Retail sales and food services excl gasoline stations,"329,372","329,074","331,159","329,837","332,938","330,844","332,651","334,135","334,659","335,982","336,875","332,705",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"253,973","253,233","255,687","253,632","255,752","256,050","257,719","257,586","257,483","258,365","260,954","259,360",,,
,"Retail sales, total","327,181","327,953","330,579","329,560","334,202","331,076","332,342","334,169","335,442","337,530","341,133","336,189",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","251,782","252,112","255,107","253,355","257,016","256,282","257,410","257,620","258,266","259,913","265,212","262,844",,,
,GAFO(1),"95,346","93,848","95,552","94,448","95,092","94,834","95,755","95,988","95,203","95,659","96,837","96,336",,,
441,Motor vehicle and parts dealers,"75,399","75,841","75,472","76,205","77,186","74,794","74,932","76,549","77,176","77,617","75,921","73,345",,,
"4411,4412",Automobile and other motor vehicle dealers,"69,294","69,794","69,224","70,074","70,918","68,600","68,703","70,288","70,881","71,206","69,638","67,126",,,
4413,"Automotive parts, acc., and tire stores","6,105","6,047","6,248","6,131","6,268","6,194","6,229","6,261","6,295","6,411","6,283","6,219",,,
"442,443","Furniture, home furn, electronics, and appliance stores","18,838","18,492","18,432","18,438","18,421","18,287","18,403","18,574","18,315","18,435","18,656","18,377",,,
442,Furniture and home furnishings stores,"9,609","9,369","9,406","9,430","9,331","9,264","9,315","9,300","9,141","9,142","9,094","9,009",,,
443,Electronics and appliance stores,"9,229","9,123","9,026","9,008","9,090","9,023","9,088","9,274","9,174","9,293","9,562","9,368",,,
444,Building mat. and garden equip. and supplies dealers,"27,533","27,088","27,506","26,610","27,144","26,638","26,860","26,625","26,412","26,248","26,566","25,634",,,
4441,Building mat. and supplies dealers,"24,620","24,037","24,171","23,833","24,057","23,748","23,847","23,568","23,217","23,030","23,042","22,691",,,
445,Food and beverage stores,"44,856","45,274","45,271","44,988","45,454","45,627","45,754","45,643","45,853","46,113","46,624","46,831",,,
4451,Grocery stores,"40,253","40,646","40,572","40,416","40,740","40,870","41,044","40,954","41,095","41,379","41,868","41,998",,,
4453,"Beer, wine and liquor stores","3,077","3,129","3,170","3,103","3,214","3,257","3,225","3,184","3,198","3,156","3,182","3,235",,,
446,Health and personal care stores,"19,423","19,401","19,540","19,572","19,650","19,880","19,831","20,014","20,132","19,988","19,938","19,825",,,
44611,Pharmacies and drug stores,"16,668","16,620","16,723","16,750","16,792","16,868","16,949","16,975","17,003","16,942","16,950","17,069",,,
447,Gasoline stations,"34,244","34,932","35,999","36,350","37,996","37,310","36,963","37,223","38,210","39,307","41,985","41,593",,,
448,Clothing and clothing access. stores,"18,493","18,144","18,643","18,189","18,545","18,388","18,522","18,491","18,412","18,431","18,759","18,570",,,
4481,Clothing stores,"13,515","13,294","13,689","13,290","13,564","13,416","13,471","13,484","13,426","13,444","13,689","13,576",,,
44811,Men's clothing stores,782,770,738,747,739,724,720,667,705,718,736,752,,,
44812,Women's clothing stores,"3,392","3,363","3,404","3,369","3,540","3,433","3,112","3,374","3,323","3,343","3,353","3,338",,,
4482,Shoe stores,"2,278","2,150","2,288","2,216","2,204","2,230","2,266","2,263","2,219","2,208","2,249","2,248",,,
44831,Jewelry stores,"2,543","2,536","2,502","2,521","2,618","2,579","2,621","2,584","2,603","2,614","2,657","2,580",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,489","6,494","6,779","6,640","6,805","6,850","6,936","6,780","6,749","6,834","6,940","6,756",,,
452,General merchandise stores,"48,034","47,293","48,132","47,679","47,887","47,852","48,412","48,704","48,288","48,540","49,047","49,302",,,
4521,Department stores,"18,064","17,586","17,798","17,480","17,521","17,328","17,559","17,527","17,260","17,292","17,346","17,199",,,
4529,Other general merchandise stores,"29,970","29,707","30,334","30,199","30,366","30,524","30,853","31,177","31,028","31,248","31,701","32,103",,,
45291,Warehouse clubs and superstores,"26,298","26,123","26,651","26,550","26,709","26,882","27,198","27,479","27,353","27,508","27,924","28,269",,,
45299,All other gen. merchandise stores,"3,672","3,584","3,683","3,649","3,657","3,642","3,655","3,698","3,675","3,740","3,777","3,834",,,
453,Miscellaneous stores retailers,"9,629","9,489","9,771","9,586","9,843","9,988","9,759","9,740","9,783","9,620","9,632","9,688",,,
454,Nonstore retailers,"24,243","25,505","25,034","25,303","25,271","25,462","25,970","25,826","26,112","26,397","27,065","26,268",,,
4541,Electronic shopping and mail order houses,"17,558","17,989","18,149","18,143","18,421","18,586","19,087","18,920","19,012","19,323","19,603","18,719",,,
45431,Fuel dealers,"2,731","3,577","2,911","3,192","2,949","2,879","2,899","2,908","3,126","3,119","3,440","3,480",,,
722,Food services and drinking places,"36,435","36,053","36,579","36,627","36,732","37,078","37,272","37,189","37,427","37,759","37,727","38,109",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
