Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2006,,,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,,,
,,Jan. 2006,Feb. 2006,Mar. 2006,Apr. 2006,May 2006,Jun. 2006,Jul. 2006,Aug. 2006,Sep. 2006,Oct. 2006,Nov. 2006,Dec. 2006,TOTAL,,
4422,Home furnishings stores,"3,801","3,653","4,258","3,909","4,328","4,441","4,258","4,581","4,383","4,324","4,954","5,783","52,673",,
44221,Floor covering stores,"1,664","1,712","1,985","1,851","2,050","2,124","1,929","2,120","2,042","1,948","1,957","1,772","23,154",,
442299,All other home furnishings stores,"2,008","1,810","2,112","1,908","2,110","2,149","2,176","2,299","2,191","2,233","2,841","3,887","27,724",,
443,Electronics and appliance stores,"8,775","8,236","8,680","7,790","8,374","8,509","8,451","9,051","8,370","8,058","10,339","15,458","110,091",,
443141,Household appliance stores,"1,325","1,298","1,457","1,363","1,471","1,503","1,518","1,569","1,482","1,464","1,594","1,701","17,745",,
443142,Electronics stores,"7,450","6,938","7,223","6,427","6,903","7,006","6,933","7,482","6,888","6,594","8,745","13,757","92,346",,
444,Building mat. and garden equip. and supplies dealers,"23,330","22,823","29,657","31,112","34,154","31,748","28,225","29,303","26,467","27,821","25,932","23,558","334,130",,
4441,Building mat. and supplies dealers,"21,699","21,119","26,691","26,428","29,070","27,883","25,437","26,886","24,150","25,298","23,414","21,307","299,382",,
44412,Paint and wallpaper stores,744,716,895,847,982,985,918,998,884,900,795,668,"10,332",,
44413,Hardware stores,"1,343","1,279","1,554","1,755","2,004","1,877","1,752","1,726","1,598","1,654","1,691","1,750","19,983",,
445,Food and beverage stores,"41,168","39,281","42,901","42,455","44,850","44,052","44,899","44,784","43,148","43,709","44,640","49,345","525,232",,
4451,Grocery stores,"37,489","35,506","38,827","38,269","40,341","39,569","40,357","40,340","38,766","39,322","39,989","42,924","471,699",,
44511,Supermarkets and other grocery (except convenience) stores,"35,773","33,851","36,978","36,338","38,267","37,510","38,247","38,231","36,817","37,407","38,171","41,102","448,692",,
4453,"Beer, wine, and liquor stores","2,424","2,519","2,753","2,791","3,017","3,055","3,117","3,024","2,997","2,913","3,137","4,269","36,016",,
446,Health and personal care stores,"17,892","17,218","19,024","17,763","19,038","18,454","18,006","18,813","18,100","18,892","18,890","21,246","223,336",,
44611,Pharmacies and drug stores,"15,257","14,681","16,174","15,225","16,271","15,720","15,426","16,092","15,483","16,382","16,252","18,055","191,018",,
447,Gasoline stations,"30,800","29,253","33,887","36,002","39,016","39,126","40,585","41,051","34,830","33,208","31,556","32,662","421,976",,
448,Clothing and clothing access. stores,"12,893","14,474","16,386","16,848","17,103","16,505","16,275","17,832","16,767","17,253","19,391","31,462","213,189",,
4481,Clothing stores,"9,489","9,824","12,148","12,495","12,204","12,178","12,107","12,948","12,435","12,964","14,375","21,379","154,546",,
44811,Men's clothing stores,570,557,660,693,693,704,623,716,718,781,823,"1,306","8,844",,
44812,Women's clothing stores,"2,518","2,518","3,194","3,379","3,340","3,183","2,923","2,960","3,164","3,197","3,414","5,019","38,809",,
44814,Family clothing stores,"4,670","5,017","6,223","6,460","6,270","6,342","6,551","7,008","6,516","6,936","7,910","11,809","81,712",,
44819,Other clothing stores,824,786,902,833,845,904,864,961,832,859,966,"1,466","11,042",,
4482,Shoe stores,"1,724","1,919","2,133","2,342","2,178","2,055","2,103","2,645","2,174","2,157","2,214","3,038","26,682",,
44831,Jewelry stores,"1,560","2,600","1,968","1,876","2,568","2,122","1,928","2,093","2,017","1,993","2,630","6,748","30,103",,
451,"Sporting goods, hobby, musical instrument, and book stores","6,344","5,171","5,975","5,665","5,911","6,113","5,905","7,213","6,442","5,693","6,855","11,247","78,534",,
45111,Sporting goods stores,"2,100","2,154","2,792","2,713","2,776","3,012","2,872","3,085","2,752","2,447","2,710","4,456","33,869",,
45112,"Hobby, toy, and game stores","1,063","1,022","1,117","1,094","1,040","1,048","1,070","1,043","1,086","1,205","1,933","3,299","16,020",,
451211,Book stores,"2,225","1,101","1,092",987,"1,176","1,238","1,135","2,142","1,554","1,054","1,142","2,132","16,978",,
452,General merchandise stores,"38,667","39,537","43,272","44,249","45,394","44,758","43,941","45,185","42,594","44,707","51,829","70,123","554,256",,
4521,Department stores,"14,033","14,800","16,490","16,811","17,005","16,706","16,025","16,997","15,781","16,675","21,167","30,665","213,155",,
452111,Department stores(excl. discount department stores),"5,048","5,717","6,206","6,194","6,437","6,058","5,694","6,236","5,918","6,158","7,982","12,649","80,297",,
452112,Discount dept. stores,"8,985","9,083","10,284","10,617","10,568","10,648","10,331","10,761","9,863","10,517","13,185","18,016","132,858",,
4529,Other general merchandise stores,"24,634",24737,26782,"27,438","28,389","28,052","27,916","28,188","26,813","28,032","30,662","39,458","341,101",,
45291,Warehouse clubs and superstores,"21,710","21,697","23,380","24,005","24,820","24,528","24,545","24,737","23,513","24,515","26,605","33,901","297,956",,
45299,All other gen. merchandise stores,"2,924","3,040","3,402","3,433","3,569","3,524","3,371","3,451","3,300","3,517","4,057","5,557","43,145",,
453,Miscellaneous store retailers,"8,671","8,550","9,088","8,735","10,156","9,624","8,970","9,663","9,242","9,512","9,621","11,862","113,694",,
4532,"Office supplies, stationery, and gift stores","3,146","3,133","3,137","2,824","3,175","3,080","3,097","3,777","3,450","3,590","3,672","5,209","41,290",,
45321,Office supplies and stationery stores,"2,156","1,870","1,936","1,599","1,735","1,650","1,614","2,285","2,031","1,793","1,875","2,244","22,788",,
45322,"Gift, novelty, and souvenir stores",990,"1,263","1,201","1,225","1,440","1,430","1,483","1,492","1,419","1,797","1,797","2,965","18,502",,
45330,Used merchandise stores,875,777,888,891,862,848,754,846,873,920,907,972,"10,413",,
454,Nonstore retailers,"23,280","21,965","25,117","21,171","22,671","21,909","20,515","23,323","22,304","24,580","26,329","31,179","284,343",,
4541,Electronic shopping and mail-order houses,"15,811","14,531","17,046","15,024","16,071","15,795","14,768","16,897","16,050","17,497","19,037","23,724","202,251",,
45431,Fuel dealers,"3,861","3,828","3,797","2,523","2,432","2,294","2,131","2,497","2,382","2,945","3,179","3,611","35,480",,
722,Food services and drinking places,"32,394","31,634","35,840","35,141","36,167","35,771","36,298","36,640","35,439","35,820","33,839","37,803","422,786",,
7224,Drinking places,"1,470","1,455","1,664","1,589","1,653","1,639","1,695","1,694","1,631","1,640","1,556","1,647","19,333",,
7225,Restaurants and other eating places,"28,260","27,378","30,970","30,142","31,104","30,986","31,548","31,728","30,094","30,416","29,023","32,631","364,280",,
722511,Full service restaurants,"14,514","14,020","15,680","15,287","15,737","15,651","15,940","16,064","15,414","15,480","14,939","17,365","186,091",,
"722513, 722514, 722515",Limited service eating places,"13,746","13,358","15,290","14,855","15,367","15,335","15,608","15,664","14,680","14,936","14,084","15,266","178,189",,
,ADJUSTED(2),,,,,,,,,,,,,,,
,"Retail and food services sales, total","357,331","354,706","355,665","357,423","356,704","357,879","359,006","360,691","358,961","358,462","359,266","363,730",,,
,Retail sales and food services excl motor vehicle and parts,"280,574","280,598","281,056","282,525","282,623","282,510","283,042","285,504","284,382","283,015","283,202","288,292",,,
,Retail sales and food services excl gasoline stations,"323,033","320,532","321,470","321,777","320,545","321,651","322,043","322,995","324,026","325,550","325,944","328,835",,,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,"246,276","246,424","246,861","246,879","246,464","246,282","246,079","247,808","249,447","250,103","249,880","253,397",,,
,"Retail sales, total","322,348","320,171","320,869","322,561","321,794","323,184","324,204","325,324","323,236","322,678","323,343","326,849",,,
,"Retail sales, total (excl. motor vehicle and parts dealers)","245,591","246,063","246,260","247,663","247,713","247,815","248,240","250,137","248,657","247,231","247,279","251,411",,,
,GAFO(1),"92,097","91,747","91,609","92,088","91,665","92,148","91,967","92,044","93,848","93,284","93,195","94,795",,,
441,Motor vehicle and parts dealers,"76,757","74,108","74,609","74,898","74,081","75,369","75,964","75,187","74,579","75,447","76,064","75,438",,,
"4411,4412",Automobile and other motor vehicle dealers,"70,547","68,077","68,596","68,909","68,180","69,407","69,950","69,157","68,476","69,373","70,063","69,320",,,
4413,"Automotive parts, acc., and tire stores","6,210","6,031","6,013","5,989","5,901","5,962","6,014","6,030","6,103","6,074","6,001","6,118",,,
"442,443","Furniture, home furn, electronics, and appliance stores","18,956","18,540","18,616","18,567","18,500","18,615","18,568","18,546","18,707","18,328","18,469","18,812",,,
442,Furniture and home furnishings stores,"9,561","9,439","9,431","9,402","9,368","9,485","9,442","9,422","9,549","9,375","9,311","9,334",,,
443,Electronics and appliance stores,"9,395","9,101","9,185","9,165","9,132","9,130","9,126","9,124","9,158","8,953","9,158","9,478",,,
444,Building mat. and garden equip. and supplies dealers,"29,686","29,479","29,289","28,905","27,864","27,339","27,327","27,358","26,994","27,161","26,647","27,100",,,
4441,Building mat. and supplies dealers,"26,789","26,699","26,401","25,910","25,017","24,480","24,459","24,531","24,054","24,278","23,746","24,158",,,
445,Food and beverage stores,"42,681","43,379","43,233","43,269","43,654","43,782","43,827","44,160","43,846","44,542","44,572","44,730",,,
4451,Grocery stores,"38,254","38,889","38,866","38,891","39,242","39,372","39,411","39,705","39,356","40,002","39,989","40,153",,,
4453,"Beer, wine and liquor stores","2,938","3,035","2,954","2,972","2,990","2,989","2,991","2,997","3,024","3,016","3,072","3,069",,,
446,Health and personal care stores,"18,000","18,124","18,222","18,294","18,466","18,584","18,640","18,757","18,933","19,044","19,276","19,385",,,
44611,Pharmacies and drug stores,"15,257","15,405","15,522","15,664","15,736","15,895","15,985","16,124","16,162","16,415","16,550","16,671",,,
447,Gasoline stations,"34,298","34,174","34,195","35,646","36,159","36,228","36,963","37,696","34,935","32,912","33,322","34,895",,,
448,Clothing and clothing access. stores,"17,331","17,384","17,385","17,542","17,492","17,701","17,691","17,635","18,256","18,126","17,910","18,497",,,
4481,Clothing stores,"12,505","12,437","12,565","12,782","12,601","12,836","12,893","12,786","13,180","13,195","12,990","13,518",,,
44811,Men's clothing stores,716,717,727,709,709,718,708,734,777,786,749,776,,,
44812,Women's clothing stores,"3,232","3,144","3,162","3,197","3,181","3,222","3,277","3,162","3,265","3,249","3,245","3,438",,,
4482,Shoe stores,"2,225","2,203","2,135","2,226","2,193","2,193","2,186","2,190","2,360","2,290","2,236","2,254",,,
44831,Jewelry stores,"2,441","2,590","2,536","2,381","2,545","2,520","2,465","2,507","2,560","2,485","2,524","2,564",,,
451,"Sporting goods, hobby, musical instrument, and book stores","6,735","6,629","6,610","6,580","6,503","6,524","6,461","6,412","6,690","6,589","6,461","6,566",,,
452,General merchandise stores,"45,710","45,774","45,635","46,048","45,806","45,956","45,838","46,043","46,712","46,679","46,800","47,344",,,
4521,Department stores,"18,107","17,981","17,888","17,932","17,757","17,847","17,584","17,490","17,826","17,657","17,609","17,713",,,
4529,Other general merchandise stores,"27,603","27,793","27,747","28,116","28,049","28,109","28,254","28,553","28,886","29,022","29,191","29,631",,,
45291,Warehouse clubs and superstores,"23,989","24,242","24,203","24,570","24,526","24,553","24,668","24,962","25,256","25,430","25,533","25,879",,,
45299,All other gen. merchandise stores,"3,614","3,551","3,544","3,546","3,523","3,556","3,586","3,591","3,630","3,592","3,658","3,752",,,
453,Miscellaneous stores retailers,"9,620","9,512","9,398","9,507","9,475","9,324","9,287","9,305","9,378","9,501","9,563","9,876",,,
454,Nonstore retailers,"22,574","23,068","23,677","23,305","23,794","23,762","23,638","24,225","24,206","24,349","24,259","24,206",,,
4541,Electronic shopping and mail order houses,"16,019","16,182","16,728","16,420","16,483","16,732","16,501","17,102","17,351","17,462","17,401","17,704",,,
45431,Fuel dealers,"2,501","2,949","2,955","3,058","3,213","3,191","3,219","3,286","3,070","3,084","3,010","2,685",,,
722,Food services and drinking places,"34,983","34,535","34,796","34,862","34,910","34,695","34,802","35,367","35,725","35,784","35,923","36,881",,,
,,,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
